Province/State,Country/Region,Lat,Long,Date,Value,ISO 3166-1 Alpha 3-Codes,Region Code,Sub-region Code,Intermediate Region Code
,Antigua and Barbuda,17.0608,-61.7964,3/28/2020,7,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,3/27/2020,7,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,3/26/2020,7,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,3/25/2020,3,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,3/24/2020,3,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,3/23/2020,3,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,3/22/2020,1,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,3/21/2020,1,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,3/20/2020,1,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,3/19/2020,1,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,3/18/2020,1,ATG,19,419,29
,Antigua and Barbuda,17.0608,-61.7964,3/17/2020,1,ATG,19,419,29
